ID;URL;Price;Description;activity_sector;external_ad_id;real_estate_type;square;land_plot_surface;rooms;bedrooms;nb_bathrooms;nb_shower_room;energy_rate;ges;specificities;heating_type;heating_mode;elevator;outside_access;fees_at_the_expanse_of;fai_included;pro_rates_link;district_id;district_visibility;district_type_id;district_resolution_type;mandate_type;price_per_square_meter;custom_ref;immo_sell_type;is_import;lease_type;nb_floors_building;nb_parkings;building_year;old_price;has_visibility_option;store_logo;store_name;online_store_id;floor_number;annual_charges;orientation;virtual_tour;profile_picture_url;real_estate_type_specificities;nb_floors_house;new_seller_type;available_date;type_real_estate_sale;rating_score;rating_count;is_preview_program
2617182356;https://www.leboncoin.fr/ad/ventes_immobilieres/2617182356;1195000;"Maison 6 pièces 150 m²

Les Agences DE VALLIERE vous proposent à SURESNES , quartier Liberté, limite Puteaux. A seulement 600 mètres de la gare de Tram T2 et à 20 minutes du Parvis de La Défense, maison moderne  non mitoyenne construite à la fin des années 80's élevée sur un sous-sol total carrelé de 100m² comprenant au rez-de-chaussée : une entrée cathédrale, une pièce à vivre de 45m² avec salon cheminée et salle à manger, une cuisine indépendante de 13m², une chambre avec dressing et une salle de bains avec wc; au 1er étage avec marbre au sol : un palier bureau, 3 chambres et une salle de bains avec wc; grenier aménagé et isolé en deux pièces avec velux. Terrain de 310m²  avec 2 entrées et rampe de garage.

Surface : 150 m²
Non soumis au DPE
Prix du bien : 1195000 €
Prix du bien hors honoraires : 1149039 €
Honoraires TTC : 4 % soit 45961 €
Honoraires à la charge de l'acquéreur

Consommation énergie primaire : Non communiqué
Consommation énergie finale : Non communiqué";2;ac3_26221_52554580;1;150;310;6;4;;;;v;;;;2;;buyer;1;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/316378.pdf;100366;VRAI;1;integration;simple;7967;658;old;VRAI;sell;;;1986;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/37/78/25/377825026797261.jpg?rule=bo-thumb;Agence DE VALLIERE de SURESNES;73926;;;;;;;;;;;;;
2948965105;https://www.leboncoin.fr/ad/ventes_immobilieres/2948965105;720000;"Maison 5 pièces 120 m²

Maison, construite en 1988 d'une superficie de 120m² répartie sur 3 niveaux. Cette maison offre un cadre de vie agréable, idéalement située en lisière de forêt, proche commerce et transport rive gauche ou RER C.
L'entrée s'ouvre sur un premier niveau  (mezzanine) et se compose d' une cuisine équipée indépendante et de son espace salle à manger.
Le salon cathédrale en rez-de-jardin, est inondé de lumière grace aux 2 portes fenêtre et aux velux. Sur ce même niveau, vous trouverez également un espace supplémentaire de 14 m²  à aménager selon vos besoins ainsi qu'une buanderie.
Le premier étage, dispose de 3 chambres, ainsi qu'une salle de bains avec toilettes 
Un rafraichissement est à prévoir .

Surface : 120 m²
Prix du bien : 720000 €
Honoraires à la charge du vendeur

A propos de la copropriété :
Pas de procédure en cours
Statut provisoire du syndicat : Pas de procédure en cours
Nombre de lots : 2
Date de réalisation du diagnostic énergétique : 08/10/2024

Consommation énergie primaire : 234 kWh/m²/an
Consommation énergie finale : 101 kWh/m²/an

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 330 € et 3 180 € sur les années 2021, 2022 et 2023 (abonnements compris).";2;ac3_18003_57957742;1;120;230;5;3;1;;d;b;;individual;electric;2;;seller;;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/11788.pdf;110718;VRAI;1;integration_flux;simple;6000;517-C;old;VRAI;sell;2;;1988;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/4e/0c/d1/4e0cd1c6-07e8-4408-b7ae-698b4194156a?rule=bo-thumb;Agence Principale Chaville;315314;;;;;;;;;;;;;
2945397102;https://www.leboncoin.fr/ad/ventes_immobilieres/2945397102;728000;"Maison 5 pièces 84 m²

RUEIL-MALMAISON - EXCLUSIVITÉ - ENTRE CENTRE VILLE ET RER.
Maison de charme 1930 d'une surface habitable de 101 m² (84 m² Carrez) et édifiée sur une parcelle d'environ 150 m² offrant au rez-de-chaussée, une entrée, un espace de vie de 17.35 m² et une cuisine indépendante de 19.29 m² donnant accès à la terrasse et au jardin exposé Est, toilettes séparées. Au premier étage le palier dessert une chambre avec espace bureau de 19.17 m², une salle d'eau avec WC de 6.11 m² et une seconde chambre de 11.15 m² . Les combles aménagées offre une troisième chambre d'environ 28.54 m² au sol avec salle d'eau et dressing. Le sous-sol total offre un espace chaufferie, atelier et buanderie. Deux remises, un parking sur la parcelle et un box viennent compléter cette maison rare sur le secteur! ECOLES; Collège: MARCEL PAGNOL/ Maternelles et élémentaires: TUCK STELL. AP/ APA. [Coordonnées masquées]

Surface : 84 m²
Prix du bien : 728000 €
Honoraires à la charge du vendeur

A propos de la copropriété :
Pas de procédure en cours
Statut provisoire du syndicat : Pas de procédure en cours
Nombre de lots : 91
Charges prévisionnelles annuelles : 1827.58 €
Date de réalisation du diagnostic énergétique : 12/11/2024

Consommation énergie primaire : 442 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 3 540 € et 4 840 € sur les années 2021, 2022 et 2023 (abonnements compris).
Logement à consommation énergétique excessive : classe G

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr";2;ac3_15807_58065473;1;84;125;5;3;;2;g;f;;individual;gas;2;;seller;;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/10957.pdf;100372;VRAI;1;integration_flux;exclusive;8667;18548;old;VRAI;sell;2;1;1930;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/40/48/09/404809002794827.jpg?rule=bo-thumb;AGENCE PRINCIPALE Rueil;66890;2;1828;;;;;;;;;;;
2939856257;https://www.leboncoin.fr/ad/ventes_immobilieres/2939856257;734000;"Maison 9 pièces 183 m²

A quelques minutes a pied du rer  B ,dans un quartier pavillonnaire au calme, grande maison familiale 9 Pièces , environ 183 m² édifiée sur 463 m² de terrain clos comprenant  en rdc : entrée, vaste séjour avec cheminée,  sde, wc, cuisine ouverte sur véranda, buanderie 1 grande chambre- A l'étage: 4 chambres dont une suite parentale, 2 salle de bains, dressings- Sous combles aménagés en 2 chambres et wc- Sous sol total comprenant 2 grandes pièces et chaufferie- beau jardin avec grand garage 2 places et annexes- Visite virtuelle disponible

Surface : 183 m²
Prix du bien : 734000 €
Prix du bien hors honoraires : 714000 €
Honoraires TTC : 2.80 % soit 20000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 13/02/2024

Consommation énergie primaire : 182 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 140 € et 2 930 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";2;ac3_36085_13538821;1;183;463;9;7;2;1;d;d;;individual;gas;2;;buyer;1;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/172545.pdf;3000832;VRAI;9;integration_flux;simple;4011;3210;old;VRAI;sell;3;;1950;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/98/59/29/985929095643342.jpg?rule=bo-thumb;L ADRESSE AGENCE ANTONY PARC;83637;;;;;;;;;;;;;
2891188274;https://www.leboncoin.fr/ad/ventes_immobilieres/2891188274;1460000;"Maison 8 pièces 160 m²

Située dans un quartier prisé de Bois-Colombes, la maison d'environ 160m² est entourée d'un jardin arboré de 80m² avec terrasse en teck de 20m².
  Au rez-de-chaussée : Une cuisine us s'ouvre sur une pièce de vie avec cheminée et beaux volumes. Au premier étage : deux chambres, une bibliothèque, une salle de bains avec toilettes.
  Au deuxième étage : deux chambres et une salle de bains avec toilettes.
  Au rez-de-jardin : deux chambres supplémentaires, et une salle de cinéma.
  A proximité immédiate des commerces, restaurants et transports d'Asnières-sur-Seine.

Surface : 160 m²
Prix du bien : 1460000 €
Prix du bien hors honoraires : 1400000 €
Honoraires TTC : 4.29 % soit 60000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 23/11/2024

Consommation énergie primaire : Non communiqué
Consommation énergie finale : Non communiqué";2;apimo_212101_85463392;1;160;80;8;6;1;2;;;;individual;electric;;;buyer;1;http://ap.immo/uploads/agency/4426/fees_document.pdf?1694086467;92009;FAUX;3;integration_flux;simple;9125;85463392;old;VRAI;sell;3;1;1930;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/c0/3e/38/c03e3831-48a7-4646-8374-ed826eb80eac?rule=bo-thumb;Consultants Immobilier;6783691;;;;;;;;;;;;;
2886746332;https://www.leboncoin.fr/ad/ventes_immobilieres/2886746332;690000;"Maison 4 pièces 150 m²

iad France - Benedicte Rousseau vous propose: Cette charmante maison ancienne à Buzenval, Rueil-Malmaison, offre environ 119m² de surface habitable et plus de 150m² en incluant l’atelier en Rez-de-cour, à rénover. 

Spacieuse, elle comprend au rez-de-chaussée surélevé, un séjour lumineux avec cheminée à insert, une cuisine fermée, une chambre, une salle de bains, et des toilettes séparées. 

À l'étage, il y a deux chambres, dont une de 15m² avec dressing, une salle d'eau avec douche et toilettes. La chambre parentale offre une petite vue sur la tour Eiffel illuminée la nuit. 

Au Rez-de-cour, se trouvent une buanderie, une cave à vin, des espaces de rangement et un vaste atelier avec fenêtres, aménageables selon vos envies. Dans la cour, un grand garage indépendant accueille de nombreux rangements.   

Proche des établissements scolaires renommés Jules Verne, Passy, Danielou, la maison est également à quelques pas des commerces, restaurants, et activités sportives comme le Paris Country Club et le Bois de Saint-Cucufa. Les transports en commun sont facilement accessibles, avec des bus directs vers la Gare de Saint-Cloud, le RER A de Rueil, le Pont de Sèvres, et La Défense. Enfin, le réseau de transports en commun est à portée de main, avec des accès directs à la Gare de Saint-Cloud via le bus 459, au RER A de Rueil et au Pont de Sèvres via le bus 467, ainsi qu'à La Défense grâce au bus 141.

Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 285 et classe CLIMAT C indice 28. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Benedicte Rousseau mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 484 915 491, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 150 m²
Date de réalisation du diagnostic énergétique : 12/10/2023

Consommation énergie primaire : 285 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 070 € et 2 860 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";2;iad_126591_1701394;1;150;192;4;3;;;e;c;;;;2;;;1;https://bareme.iadfrance.fr/detail/65502;100378;VRAI;1;integration;simple;4600;1644917;old;VRAI;sell;3;;1920;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/24/47/e6/2447e65c-c79c-4954-a5fc-34ee0189c5e8?rule=bo-thumb;Benedicte ROUSSEAU - IAD France;1631848;;;;;;;;;;;;;
2849197347;https://www.leboncoin.fr/ad/ventes_immobilieres/2849197347;549000;"Maison 4 pièces 68 m²

CHATENAY MALABRY - MAISON - Découvrez le charme d'une vie paisible dans ce secteur pavillonnaire convoité, réputé pour son calme et sa proximité avec l'établissement scolaire Sophie Barat. Nichée sur un terrain généreux de 567 m², cette maison à rénover offre un potentiel exceptionnel pour créer la maison de vos rêves.
La maison de 68 m² habitables présente actuellement une disposition comprenant une entrée, un séjour, une cuisine, trois chambres, une salle de bains et des toilettes. Le sous-sol et le grenier ajoutent des espaces supplémentaires pour répondre à vos besoins. DES TRAVAUX SONT A PREVOIR.
Ce bien offre également la possibilité d'agrandissement et de surélévation, avec un potentiel total de 119 m² au sol, incluant la structure existante. Imaginez-vous avec un espace d'environ 190 m² sur deux niveaux, une opportunité unique de personnaliser votre habitat selon vos aspirations.
Profitez de la vie à Chatenay-Malabry avec une localisation stratégique, bien desservie par les transports en commun. Les lignes de bus 196 et 294 à proximité facilitent vos déplacements quotidiens, garantissant une accessibilité optimale.
N'hésitez pas à me contacter pour obtenir davantage d'informations. Saisissez cette occasion exceptionnelle de créer le foyer de vos rêves dans l'un des quartiers les plus prisés de la région !
Contactez-moi dès maintenant pour planifier votre visite et explorer le potentiel infini de cette propriété unique !
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Julien Petit EI (ID 71826), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de EVRY sous le numéro 919152769, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS. (gedeon_87844_29839638)

Surface : 68 m²
Prix du bien : 549000 €
Prix du bien hors honoraires : 529000 €
Honoraires TTC : 3.78 % soit 20000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 11/05/2023

Consommation énergie primaire : 490 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2140 € et 2920 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe G

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr";2;gedeon_145187_29839638;1;68;567;4;3;;;g;f;;;;;;buyer;1;;110698;VRAI;1;integration;simple;8074;1445025;old;VRAI;sell;;;;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/c1/44/44/c144448a-cd25-4357-9540-7301f25756f9?rule=bo-thumb;iad France;3108160;;;;;;;;;;;;;
2839510972;https://www.leboncoin.fr/ad/ventes_immobilieres/2839510972;450000;"Maison 6 pièces 64 m²

Maison atypique de charme dans petite copropriété - à rénover - offrant  5/6 pieces - petit espace extérieur 
Garage pour un véhicule attenant à la maison-
belle cave en annexe -

Surface : 64 m²
Prix du bien : 450000 €
Prix du bien hors honoraires : 427500 €
Honoraires TTC : 5.26 % soit 22500 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 28/08/2024

Consommation énergie primaire : 693 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 3 340 € et 4 550 € sur les années 2021, 2022 et 2023 (abonnements compris).
Logement à consommation énergétique excessive : classe G

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr";2;ac3_22520_13516977;1;64;97;6;3;1;;g;c;;individual;gas;2;;buyer;1;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/72437.pdf;92073;FAUX;3;integration;simple;7031;7694;old;VRAI;sell;;;1930;473000;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/98/39/29/983929099655675.jpg?rule=bo-thumb;L'ADRESSE - SURESNES IMMOBILIER;44479;;440;;;;;;;;;;;
2884213665;https://www.leboncoin.fr/ad/ventes_immobilieres/2884213665;559000;"Maison 6 pièces 121 m²

ANTONY RABATS :  SOUS OFFRE D'ACHAT ACCEPTÉE !
Dans une petite impasse située à quelques pas du Bois de L'Aurore, découvrez cette maison familiale construite en 2003 d'une superficie de 120 m² habitables pour une surface au sol totale de 138 m² (sous pentes et garage compris). La maison comprend, au rez-de-chaussée : Entrée, séjour double avec accès de plain pied au jardin, cuisine indépendant (ouverture possible), WC avec lave mains et accès au garage avec son espace buanderie.
Au premier étage : palier desservant 4 chambres avec chacune leur placard, une salle de bains avec baignoire + douche et un WC séparés.
Au deuxième étage : combles aménagés en grande pièce de 18 m² et une salle d'eau. accès au grenier et combles perdus avec trappes de visites pouvant être aménagés en rangements sous pente. La maison est en excellent état , elle ne nécessite aucun travaux et présente des prestations soignées, chauffage et eau chaude individuelle électrique, fenêtres en double vitrage PVC, parquet massif dans toutes les chambres et aspiration centralisée. RER B à 15 minutes à pieds; RER C à 13 minutes, future gare du Metro 18 à 10 minutes. Ecoles et commerces à proximité. A ne pas rater!! Xavier COUSIN (EI) Agent Commercial - Numéro RSAC :  - .

Surface : 121 m²
Prix du bien : 559000 €
Prix du bien hors honoraires : 538000 €
Honoraires TTC : 3.90 % soit 21000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 11/05/2022

Consommation énergie primaire : 186 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 380 € et 1 900 € par an. Prix moyens des énergies indexés sur l'année Non communiqué (abonnements compris)";2;ac3_36085_13715709;1;121;187;6;5;1;1;d;b;;individual;electric;2;;buyer;1;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/172545.pdf;3001836;VRAI;9;integration_flux;simple;4620;3383;old;VRAI;sell;2;2;2003;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/98/59/29/985929095643342.jpg?rule=bo-thumb;L ADRESSE AGENCE ANTONY PARC;83637;;;;;;;;;;;;;
2943646781;https://www.leboncoin.fr/ad/ventes_immobilieres/2943646781;798000;"Maison 5 pièces 130 m²

RUEIL-MALMAISON - MONT-VALERIEN/ ECO QUARTIER.
Beau potentiel pour cette Maison de 1958 indépendante sur son terrain de 670m2 . Les 130 m² sont répartis en rez-de-chaussée une entrée, un espace de vie d'environ 33 m² donnant sur une véranda (16 m²) exposée Sud-Est et un balcon de 7 m², une cuisine indépendante équipée (13 m²), une chambre (14 m²), une salle de bains et toilettes séparées. Les combles aménagées desservent deux chambres (13 et 14 m²). En rez-de-jardin espace buanderie/ chaufferie, cave et garage de 47 m². Une dépendance et un garage extérieur viennent compléter cette maison au beau potentiel. Située à proximité des commerces, de la coulée verte et du Marché Caron de Suresnes. Ecoles maternelles/ primaires ROBESPIERRE et collège LES BONS RAISINS. AP/ APA [Coordonnées masquées].

Surface : 130 m²
Prix du bien : 798000 €
Prix du bien hors honoraires : 764000 €
Honoraires TTC : 4.45 % soit 34000 €
Honoraires à la charge de l'acquéreur
Date de réalisation du diagnostic énergétique : 30/05/2024

Consommation énergie primaire : 434 kWh/m²/an
Consommation énergie finale : 189 kWh/m²/an

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 630 € et 3 610 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe G";2;ac3_15807_58053719;1;130;670;5;3;1;;g;c;;individual;electric;2;;buyer;1;https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/10957.pdf;100368;VRAI;1;integration_flux;simple;6138;18533;old;VRAI;sell;1;2;1958;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/40/48/09/404809002794827.jpg?rule=bo-thumb;AGENCE PRINCIPALE Rueil;66890;1;;;;;;;;;;;;
2927195986;https://www.leboncoin.fr/ad/ventes_immobilieres/2927195986;690000;"Maison de ville 4 pièces 75 m²

iad France - Audrey Leblanc vous propose: Charmante Maison de Ville à MONTROUGE - AV. de la république, Idéal pour une Vie Urbaine au calme et Cosy.
Nichée au cOEur de Montrouge, cette ravissante maison de ville des années 1930 offre un cadre de vie chaleureux et authentique, idéal pour les amoureux du charme de l'ancien et de la vie urbaine. Avec ses 66 m2 loi carrez ( 75 m2 habitables et 80 m2 au sol )offrant 4 pièces dont 2 chambres, cette maison de caractère saura vous séduire par son atmosphère conviviale et son agencement astucieux.
Au rez-de-chaussée, vous découvrirez un salon lumineux faisant office de pièce de vie principale où il fait bon de se relaxer après une journée bien remplie. La cuisine séparée offre un espace propice à la préparation de bons petits plats. Une salle de bain et un WC séparé complètent ce niveau pour votre plus grand confort.
À l'étage, deux belles chambres vous accueillent pour des nuits paisibles et agréables. De beaux volumes et des surfaces optimisées font de cette maison un véritable cocon où il fait bon vivre.
Côté extérieur, une terrasse vient apporter un peu de nature à votre quotidien et une cave vient compléter l'ensemble.
Des petits travaux seront à prévoir pour la remettre au goût du jour selon vos envies.
Proche des commerces, des transports en commun ( Métro ligne 4 à 2 minutes à pied) et des écoles, cette maison saura séduire les amateurs de vie citadine cosy et pratique.Métro ligne 4 à 2 minutes à pied.

La presente annonce immobiliere vise 4 lots situés dans une copropriété de 21 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 266.67€ par mois (soit 3200 € annuel). Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE F indice 366 et classe CLIMAT C indice 17. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Audrey Leblanc mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de CHARTRES sous le numéro 794882993, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 75 m²
Honoraires à la charge du vendeur

A propos de la copropriété :
Pas de procédure en cours
Nombre de lots : 21
Charges prévisionnelles annuelles : 3200 €
Date de réalisation du diagnostic énergétique : 20/09/2024

Consommation énergie primaire : 366 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 2 190 € et 3 010 € sur les années 2021, 2022 et 2023 (abonnements compris).
Logement à consommation énergétique excessive : classe F";2;iad_32038_1738804;1;75;;4;2;;;f;c;;;electric;2;;seller;;https://bareme.iadfrance.fr/detail/8670;3001774;VRAI;9;integration;exclusive;9200;1681693;old;VRAI;sell;2;;1930;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/21/4e/fd/214efdaa-f776-4204-8231-e69ad4bf4359?rule=bo-thumb;LEBLANC Audrey - I@D France;67292;;3200;;;;;;;;;;;
2946256167;https://www.leboncoin.fr/ad/ventes_immobilieres/2946256167;698000;"Maison F4

RUEIL MALMAISON - A La Lucarne de l'Immobilier vous propose cette maison, non mitoyenne, lumineuse, au calme sur un terrain de 457 m2. Entrée, pièce de vie donnant sur la terrasse et sa cuisine américaine équipée, 3 chambre, une salle de douche, wc indépendant, bureau, buanderie et chaufferie. Garage en sous-sol + garage extérieur et possibilité de garer une voiture sur le terrain. Quartier pavillonnaire. Extension possible.Le prix indiqué comprend les honoraires de négociation qui se montent à 4% TTC du prix affiché, ces honoraires sont à la charge exclusive de l'acquéreur. DPE: 237, soit D, GES: 49, soit D. Corinne BARREAU, Agent Commercial immatriculé au RSAC de Nanterre sous le numéro 53002170800017 - A la lucarne de l'immobilier - Ref. 83787
Référence annonce : 83787
Date de réalisation du diagnostic : 08/03/2023
Le prix indiqué comprend les honoraires à la charge de l'acheteur : 4,00% TTC du prix du bien hors honoraires
Prix hors honoraires : 671 154 €

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 470 € et 2 030 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";2;ubiflow_ACCPI64748_460867154;1;91;457;4;3;1;1;d;d;;individual;gas;2;;buyer;1;http://www.alalucarne.com/honoraires/;92063;FAUX;3;integration;simple;7670;83787;old;VRAI;sell;;1;1950;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/60/68/09/606809001619085.jpg?rule=bo-thumb;A LA LUCARNE DE L'IMMOBILIER - MM;37468;0;;east;;;;;;;;;;
2944072152;https://www.leboncoin.fr/ad/ventes_immobilieres/2944072152;1070000;"Maison 8 pièces 146 m²

iad France - Nelson Vieira vous propose: RUEIL-MALMAISON (92500) - Maison Familiale d'une surface de 146m2 habitable avec 6 Chambres

Située à proximité immédiate de l'hippodrome, cette maison offre un cadre de vie idéal pour les familles nombreuses ou ceux désirant de l'espace. 
Construite en 2011, cette belle demeure de 146m² habitables répartis sur 2 étages a été parfaitement entretenue et se trouve dans un excellent état.

La maison se compose de 6 chambres spacieuses avec de nombreux rangements, offrant un espace privé à chaque membre de la famille. De plus, vous trouverez une salle de bain dans la suite parentale, ainsi que 3 salles d'eau pour un confort optimal au quotidien.

Le rez-de-chaussée accueille une cuisine aménagée et équipée ouverte sur un vaste séjour lumineux, idéal pour partager des moments conviviaux en famille.
A l'étage, en accédant à la grande terrasse baignée de soleil, vous trouverez une seconde cuisine ainsi qu'une chambre avec sa salle d'eau.
Au sous-sol, une pièce de vie pouvant servir de bureau ou salle de jeux, une buanderie ainsi qu'un atelier.

L'ensemble de la maison bénéficie d'une exposition Est-Ouest, assurant une luminosité naturelle tout au long de la journée. 

Pour votre confort, la maison est équipée d'une pompe à chaleur pour le chauffage et la climatisation. 

Ne manquez pas cette opportunité d'acquérir une maison spacieuse et confortable.

Visite virtuelle disponible sur demande ! 
Contactez moi dès maintenant pour organiser une visite.

Honoraires d'agence à la charge du vendeur.
Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 176 et classe CLIMAT A indice 5. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : www.georisques.gouv.fr.
La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Nelson Vieira mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de NANTERRE sous le numéro 511371023, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.

Surface : 146 m²
Honoraires à la charge du vendeur
Date de réalisation du diagnostic énergétique : 19/09/2022

Consommation énergie primaire : 176 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 750 € et 2 400 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)";2;iad_103309_1752766;1;146;;8;6;;;c;a;;;electric;2;;seller;;https://bareme.iadfrance.fr/detail/57159;92063;FAUX;3;integration;simple;7329;1695491;old;VRAI;sell;2;;2011;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/58/8b/4e/588b4e6e-ed15-48bf-b749-44e8ece80a5f?rule=bo-thumb;Nelson VIEIRA - IAD France;1275725;;;;;;;;;;;;;
2942817953;https://www.leboncoin.fr/ad/ventes_immobilieres/2942817953;415000;"Découvrez cette charmante maison de plain-pied située à Nanterre, offrant un cadre de vie pratique et agréable. Avec ses deux chambres spacieuses et sa belle pièce à vivre lumineuse, cette propriété est idéale pour une vie familiale confortable.
Profitez également d'un sous sol semi enterré pouvant accueillir de belles possibilités d'aménagements.

Profitez d'un emplacement privilégié à proximité de toutes commodités : supermarché et écoles à seulement 4 minutes à pieds.

Pour vos déplacements, la station La Défense est accessible en 3 minutes en voiture, et plusieurs lignes de bus sont à quelques pas.

Ne manquez pas cette opportunité unique de vivre dans un quartier dynamique et bien desservi. Contactez-nous pour plus d'informations et pour organiser une visite. Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1180.0 € et 1640.0 € pour 2023. Bien proposé par Tiffany BANNINO EI, agent commercial (RSAC 933671729)
Référence annonce : 7961
Consommation énergétique : 266 kWh/m²/an
Emission de gaz à effet de serre : 58 CO2/m²/an
Les honoraires sont à la charge du vendeur";2;ubiflow_ACCPI494183_460072154;1;65;210;3;2;1;;e;e;;;;;;;1;https://www.century21-gp-dammartin.com/mentions_legales/;92050;FAUX;3;integration;simple;6385;7961;old;VRAI;sell;;2;1970;;VRAI;https://img.leboncoin.fr/api/v1/lbcpb1/images/a1/81/00/a18100a9-3903-5386-bb03-6dad50a38b10?rule=bo-thumb;CENTURY 21 GP IMMOBILIER;54707;;;;;;;;;;;;;
